รหัสนักเรียน,ชื่อ-นามสกุล,เพศ,อายุ,ระดับชั้น,โรงเรียน,เบอร์โทรติดต่อ,รหัสคอร์ส,ชื่อคอร์ส,รายวิชา,อาจารย์ผู้สอน,ราคา(บาท),จำนวนรับสูงสุด,จำนวนผู้ลงทะเบียน,ที่นั่งคงเหลือ,รหัสการลงทะเบียน,วันที่ลงทะเบียน,ส่วนลด,ยอดชำระสุทธิ (บาท),สถานะการลงทะเบียน,รหัสการชำระเงิน,จำนวนเงินที่ชำระ(บาท),ช่องทางการชำระเงิน,วันที่ชำระเงิน,สถานะการชำระเงิน
STU0179,ภาณุวัฒน์ บุญเรือง,ชาย,17,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),099-5054755,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,179,2026-07-05,0.0,3400.0,ลงทะเบียนสำเร็จ,179.0,3400.0,บัตรเครดิต,2026-07-05,ชำระเงินแล้ว
STU0180,ศศิธร สวัสดิ์ชัย,หญิง,16,ม.5,โรงเรียนแก่นนครวิทยาลัย,092-4662877,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,180,2026-08-04,0.1,2970.0,ลงทะเบียนสำเร็จ,180.0,2970.0,บัตรเครดิต,2026-08-04,ชำระเงินแล้ว
STU0181,ณัฐภัทร พัฒนกุล,ชาย,16,ม.4,โรงเรียนขามแก่นนคร,086-8761065,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,181,2026-07-13,0.0,2800.0,ลงทะเบียนสำเร็จ,181.0,2800.0,โอนธนาคาร,2026-07-13,ชำระเงินแล้ว
STU0182,กัญญาณัฐ แสงทอง,หญิง,16,ม.4,โรงเรียนกัลยาณวัตร,095-6828607,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,182,2026-08-05,0.05,3325.0,ลงทะเบียนสำเร็จ,182.0,3325.0,บัตรเครดิต,2026-08-05,ชำระเงินแล้ว
STU0183,พีรพงศ์ ธรรมวงศ์,ชาย,15,ม.4,โรงเรียนนครขอนแก่น,087-8846893,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,183,2026-07-26,0.1,3060.0,ลงทะเบียนสำเร็จ,183.0,3060.0,เงินสด,2026-07-26,ชำระเงินแล้ว
STU0184,นภัสสร บุญญฤทธิ์,หญิง,17,ม.5,โรงเรียนขอนแก่นวิทยาลัย,087-7425014,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,184,2026-07-10,0.1,2430.0,ลงทะเบียนสำเร็จ,184.0,2430.0,พร้อมเพย์,2026-07-10,ชำระเงินแล้ว
STU0185,พัชรินทร์ รัตนชัย,หญิง,15,ม.4,โรงเรียนขามแก่นนคร,089-1311477,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,185,2026-08-07,0.1,2520.0,ลงทะเบียนสำเร็จ,185.0,2520.0,โอนธนาคาร,2026-08-07,ชำระเงินแล้ว
STU0186,ธีรเดช พรมมา,ชาย,18,ม.6,โรงเรียนขอนแก่นพัฒนศึกษา,087-5506730,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,186,2026-07-02,0.1,2430.0,ลงทะเบียนสำเร็จ,186.0,2430.0,โอนธนาคาร,2026-07-02,ชำระเงินแล้ว
STU0187,ศุภกร สวัสดิ์ชัย,ชาย,16,ม.5,โรงเรียนขอนแก่นวิทยายน,088-3000584,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,187,2026-08-01,0.05,2565.0,ลงทะเบียนสำเร็จ,187.0,2565.0,บัตรเครดิต,2026-08-01,ชำระเงินแล้ว
STU0188,ณัฐดนัย ศรีสวัสดิ์,ชาย,17,ม.5,โรงเรียนนครขอนแก่น,092-5299581,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,188,2026-07-15,0.1,2880.0,ลงทะเบียนสำเร็จ,188.0,2880.0,โอนธนาคาร,2026-07-15,ชำระเงินแล้ว
STU0189,ภูวดล ทองคำ,ชาย,17,ม.5,โรงเรียนขอนแก่นวิทยาลัย,082-4149546,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,189,2026-06-03,0.05,2375.0,ลงทะเบียนสำเร็จ,189.0,2375.0,พร้อมเพย์,2026-06-03,ชำระเงินแล้ว
STU0190,ณัฐพงศ์ ธรรมวงศ์,ชาย,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,095-8114438,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,190,2026-06-27,0.0,2700.0,ลงทะเบียนสำเร็จ,190.0,2700.0,โอนธนาคาร,2026-06-27,ชำระเงินแล้ว
STU0191,พิชญ์สินี วรรณศรี,หญิง,17,ม.6,โรงเรียนขามแก่นนคร,096-7324900,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,191,2026-07-01,0.1,2520.0,ลงทะเบียนสำเร็จ,191.0,2520.0,บัตรเครดิต,2026-07-01,ชำระเงินแล้ว
STU0192,ภัทรดนัย รัตนกุล,ชาย,16,ม.4,โรงเรียนนครขอนแก่น,085-7484510,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,192,2026-06-16,0.0,2800.0,ลงทะเบียนสำเร็จ,192.0,2800.0,บัตรเครดิต,2026-06-16,ชำระเงินแล้ว
STU0193,ธนพร เจริญวงศ์,หญิง,15,ม.4,โรงเรียนขามแก่นนคร,087-3353911,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,193,2026-08-10,0.05,2660.0,ลงทะเบียนสำเร็จ,193.0,2660.0,พร้อมเพย์,2026-08-10,ชำระเงินแล้ว
STU0194,กฤติน ศรีสุข,ชาย,16,ม.4,โรงเรียนแก่นนครวิทยาลัย,083-4627325,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,194,2026-07-06,0.05,2660.0,ลงทะเบียนสำเร็จ,194.0,2660.0,โอนธนาคาร,2026-07-06,ชำระเงินแล้ว
STU0195,วริศรา ทองคำ,หญิง,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,083-8175685,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,195,2026-06-17,0.05,3040.0,ลงทะเบียนสำเร็จ,195.0,3040.0,เงินสด,2026-06-17,ชำระเงินแล้ว
STU0196,พีรพัฒน์ บุญชู,ชาย,17,ม.5,โรงเรียนนครขอนแก่น,092-5774207,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,196,2026-07-05,0.1,3150.0,ลงทะเบียนสำเร็จ,196.0,3150.0,พร้อมเพย์,2026-07-05,ชำระเงินแล้ว
STU0197,ศศิธร วัฒนกุล,หญิง,18,ม.6,โรงเรียนนครขอนแก่น,087-8972905,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,197,2026-07-12,0.1,2970.0,ลงทะเบียนสำเร็จ,197.0,2970.0,เงินสด,2026-07-12,ชำระเงินแล้ว
STU0198,ปกรณ์ เจริญสุข,ชาย,16,ม.5,โรงเรียนขามแก่นนคร,095-3529889,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,198,2026-07-03,0.0,2700.0,ลงทะเบียนสำเร็จ,198.0,2700.0,บัตรเครดิต,2026-07-03,ชำระเงินแล้ว
STU0199,พัชรินทร์ อินทร์แก้ว,หญิง,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),094-3018977,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,199,2026-06-29,0.0,2700.0,ลงทะเบียนสำเร็จ,199.0,2700.0,บัตรเครดิต,2026-06-29,ชำระเงินแล้ว
STU0200,กุลธิดา แสงทอง,หญิง,16,ม.4,โรงเรียนนครขอนแก่น,097-6033022,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,200,2026-07-23,0.0,2800.0,ลงทะเบียนสำเร็จ,200.0,2800.0,พร้อมเพย์,2026-07-23,ชำระเงินแล้ว
STU0201,ณิชกานต์ ธรรมรักษ์,หญิง,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),082-6823148,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,201,2026-06-10,0.1,3150.0,ลงทะเบียนสำเร็จ,201.0,3150.0,เงินสด,2026-06-10,ชำระเงินแล้ว
STU0202,ณิชกานต์ บุญญฤทธิ์,หญิง,17,ม.5,โรงเรียนขอนแก่นวิทยาลัย,094-6728398,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,202,2026-07-21,0.0,2800.0,ลงทะเบียนสำเร็จ,202.0,2800.0,บัตรเครดิต,2026-07-21,ชำระเงินแล้ว
STU0203,ชลธิชา แสงทอง,หญิง,15,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,099-7894694,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,203,2026-08-02,0.1,2520.0,ลงทะเบียนสำเร็จ,203.0,2520.0,โอนธนาคาร,2026-08-02,ชำระเงินแล้ว
STU0204,ชลธิชา ชนะชัย,หญิง,16,ม.4,โรงเรียนขอนแก่นวิทยาลัย,094-7458782,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,204,2026-07-28,0.1,2520.0,ลงทะเบียนสำเร็จ,204.0,2520.0,เงินสด,2026-07-28,ชำระเงินแล้ว
STU0205,พีรวิชญ์ ศรีนวล,ชาย,16,ม.4,โรงเรียนขามแก่นนคร,097-1354013,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,205,2026-07-11,0.1,2430.0,ลงทะเบียนสำเร็จ,205.0,2430.0,เงินสด,2026-07-11,ชำระเงินแล้ว
STU0206,ศุภณัฐ จันทร์ดี,ชาย,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,088-4935106,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,206,2026-06-08,0.05,3325.0,ลงทะเบียนสำเร็จ,206.0,3325.0,เงินสด,2026-06-08,ชำระเงินแล้ว
STU0207,กิตติ ทองคำ,ชาย,18,ม.6,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,097-2326110,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,207,2026-07-22,0.05,2660.0,ลงทะเบียนสำเร็จ,207.0,2660.0,โอนธนาคาร,2026-07-22,ชำระเงินแล้ว
STU0208,ธัญชนก สายทอง,หญิง,17,ม.5,โรงเรียนขามแก่นนคร,087-7647663,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,208,2026-06-20,0.0,3400.0,ลงทะเบียนสำเร็จ,208.0,3400.0,พร้อมเพย์,2026-06-20,ชำระเงินแล้ว
STU0209,ธนกร บุญธรรม,ชาย,15,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,097-5927098,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,209,2026-08-10,0.05,3230.0,ลงทะเบียนสำเร็จ,209.0,3230.0,บัตรเครดิต,2026-08-10,ชำระเงินแล้ว
STU0210,วริศรา มณีรัตน์,หญิง,17,ม.5,โรงเรียนขอนแก่นวิทยาลัย,088-5182601,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,210,2026-06-01,0.0,2800.0,ลงทะเบียนสำเร็จ,210.0,2800.0,โอนธนาคาร,2026-06-01,ชำระเงินแล้ว
STU0211,ศุภัคสร สมบูรณ์,หญิง,16,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),083-2715101,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,211,2026-06-30,0.0,3500.0,ลงทะเบียนสำเร็จ,211.0,3500.0,บัตรเครดิต,2026-06-30,ชำระเงินแล้ว
